,exp_step,wall_time,name,step,value
0,exp13_step1_finetune_2024-08-15-06-39,1723704002.158724,train_loss,0,0.0015559039311483502
1,exp13_step1_finetune_2024-08-15-06-39,1723704002.1591501,train_acc,0,0.12647059559822083
2,exp13_step1_finetune_2024-08-15-06-39,1723704007.9911568,train_loss,1,0.0010316456900909543
3,exp13_step1_finetune_2024-08-15-06-39,1723704007.9912052,train_acc,1,0.266246497631073
4,exp13_step1_finetune_2024-08-15-06-39,1723704013.8636734,train_loss,2,0.0010938940104097128
5,exp13_step1_finetune_2024-08-15-06-39,1723704013.8637326,train_acc,2,0.2511904835700989
6,exp13_step1_finetune_2024-08-15-06-39,1723704019.7328217,train_loss,3,0.000914797477889806
7,exp13_step1_finetune_2024-08-15-06-39,1723704019.7328737,train_acc,3,0.32219886779785156
8,exp13_step1_finetune_2024-08-15-06-39,1723704025.6333802,train_loss,4,0.0006860155845060945
9,exp13_step1_finetune_2024-08-15-06-39,1723704025.6334312,train_acc,4,0.3578431308269501
10,exp13_step1_finetune_2024-08-15-06-39,1723704031.6111784,train_loss,5,0.0007795044803060591
11,exp13_step1_finetune_2024-08-15-06-39,1723704031.6112251,train_acc,5,0.29181548953056335
12,exp13_step1_finetune_2024-08-15-06-39,1723704037.6167834,train_loss,6,0.0008294280269183218
13,exp13_step1_finetune_2024-08-15-06-39,1723704037.6168249,train_acc,6,0.35210084915161133
14,exp13_step1_finetune_2024-08-15-06-39,1723704043.6143878,train_loss,7,0.0007002787315286696
15,exp13_step1_finetune_2024-08-15-06-39,1723704043.6144354,train_acc,7,0.3333333432674408
16,exp13_step1_finetune_2024-08-15-06-39,1723704049.5634284,train_loss,8,0.0009684840915724635
17,exp13_step1_finetune_2024-08-15-06-39,1723704049.563472,train_acc,8,0.5340335965156555
18,exp13_step1_finetune_2024-08-15-06-39,1723704055.5446897,train_loss,9,0.0010560167720541358
19,exp13_step1_finetune_2024-08-15-06-39,1723704055.5447688,train_acc,9,0.47703081369400024
20,exp13_step1_finetune_2024-08-15-06-39,1723704061.5388665,train_loss,10,0.0007406612858176231
21,exp13_step1_finetune_2024-08-15-06-39,1723704061.5389094,train_acc,10,0.5654061436653137
22,exp13_step1_finetune_2024-08-15-06-39,1723704067.4713557,train_loss,11,0.0008635842241346836
23,exp13_step1_finetune_2024-08-15-06-39,1723704067.4713964,train_acc,11,0.506302535533905
24,exp13_step1_finetune_2024-08-15-06-39,1723704073.4540675,train_loss,12,0.000784592644777149
25,exp13_step1_finetune_2024-08-15-06-39,1723704073.4541092,train_acc,12,0.6183473467826843
26,exp13_step1_finetune_2024-08-15-06-39,1723704079.4596317,train_loss,13,0.0005757439066655934
27,exp13_step1_finetune_2024-08-15-06-39,1723704079.4596741,train_acc,13,0.8441176414489746
28,exp13_step1_finetune_2024-08-15-06-39,1723704085.4438407,train_loss,14,0.000695282535161823
29,exp13_step1_finetune_2024-08-15-06-39,1723704085.4438818,train_acc,14,0.5316526889801025
30,exp13_step1_finetune_2024-08-15-06-39,1723704091.4346428,train_loss,15,0.0007400240865536034
31,exp13_step1_finetune_2024-08-15-06-39,1723704091.434685,train_acc,15,0.6636554598808289
32,exp13_step1_finetune_2024-08-15-06-39,1723704097.440118,train_loss,16,0.0008976099779829383
33,exp13_step1_finetune_2024-08-15-06-39,1723704097.4401581,train_acc,16,0.547408938407898
34,exp13_step1_finetune_2024-08-15-06-39,1723704103.4462745,train_loss,17,0.0007765709306113422
35,exp13_step1_finetune_2024-08-15-06-39,1723704103.4463265,train_acc,17,0.563725471496582
