,exp_step,wall_time,name,step,value
0,exp11_step1_finetune_2024-08-06-16-38,1722962302.962859,train_loss,0,0.0017072755144909024
1,exp11_step1_finetune_2024-08-06-16-38,1722962302.9632452,train_acc,0,0.24173669517040253
2,exp11_step1_finetune_2024-08-06-16-38,1722962308.8146498,train_loss,1,0.0007721167057752609
3,exp11_step1_finetune_2024-08-06-16-38,1722962308.8147159,train_acc,1,0.2078431397676468
4,exp11_step1_finetune_2024-08-06-16-38,1722962314.6226456,train_loss,2,0.0007987142889760435
5,exp11_step1_finetune_2024-08-06-16-38,1722962314.6227047,train_acc,2,0.3019607961177826
6,exp11_step1_finetune_2024-08-06-16-38,1722962320.4551864,train_loss,3,0.0010254491353407502
7,exp11_step1_finetune_2024-08-06-16-38,1722962320.4552355,train_acc,3,0.5685574412345886
8,exp11_step1_finetune_2024-08-06-16-38,1722962326.3213596,train_loss,4,0.0007622772827744484
9,exp11_step1_finetune_2024-08-06-16-38,1722962326.3214061,train_acc,4,0.45917367935180664
10,exp11_step1_finetune_2024-08-06-16-38,1722962332.1604116,train_loss,5,0.0007000816985964775
11,exp11_step1_finetune_2024-08-06-16-38,1722962332.1604595,train_acc,5,0.3333333432674408
12,exp11_step1_finetune_2024-08-06-16-38,1722962338.0416112,train_loss,6,0.0008437428041361272
13,exp11_step1_finetune_2024-08-06-16-38,1722962338.0416694,train_acc,6,0.4582633078098297
14,exp11_step1_finetune_2024-08-06-16-38,1722962343.8761244,train_loss,7,0.0008661010069772601
15,exp11_step1_finetune_2024-08-06-16-38,1722962343.876183,train_acc,7,0.5656862854957581
16,exp11_step1_finetune_2024-08-06-16-38,1722962349.7922773,train_loss,8,0.0007255818345583975
17,exp11_step1_finetune_2024-08-06-16-38,1722962349.79233,train_acc,8,0.4798319339752197
18,exp11_step1_finetune_2024-08-06-16-38,1722962355.7267416,train_loss,9,0.0007831525290384889
