,exp_step,wall_time,name,step,value
0,exp10_step1_finetune_2024-08-05-22-50,1722898248.8835993,train_loss,0,0.0015436221146956086
1,exp10_step1_finetune_2024-08-05-22-50,1722898248.884066,train_acc,0,0.21330532431602478
2,exp10_step1_finetune_2024-08-05-22-50,1722898254.7358472,train_loss,1,0.0008181599550880492
3,exp10_step1_finetune_2024-08-05-22-50,1722898254.7358973,train_acc,1,0.3284313678741455
4,exp10_step1_finetune_2024-08-05-22-50,1722898260.582517,train_loss,2,0.000771540158893913
5,exp10_step1_finetune_2024-08-05-22-50,1722898260.5825686,train_acc,2,0.2294117659330368
6,exp10_step1_finetune_2024-08-05-22-50,1722898266.4530535,train_loss,3,0.0010961088119074702
7,exp10_step1_finetune_2024-08-05-22-50,1722898266.4531074,train_acc,3,0.267226904630661
8,exp10_step1_finetune_2024-08-05-22-50,1722898272.3160496,train_loss,4,0.0009303872939199209
9,exp10_step1_finetune_2024-08-05-22-50,1722898272.3160994,train_acc,4,0.3019607961177826
10,exp10_step1_finetune_2024-08-05-22-50,1722898278.178137,train_loss,5,0.0009072693064808846
11,exp10_step1_finetune_2024-08-05-22-50,1722898278.1781876,train_acc,5,0.27395832538604736
12,exp10_step1_finetune_2024-08-05-22-50,1722898284.0843806,train_loss,6,0.0007110279984772205
13,exp10_step1_finetune_2024-08-05-22-50,1722898284.0844297,train_acc,6,0.4205882251262665
14,exp10_step1_finetune_2024-08-05-22-50,1722898290.0400076,train_loss,7,0.0007888118270784616
15,exp10_step1_finetune_2024-08-05-22-50,1722898290.0400574,train_acc,7,0.5036414861679077
16,exp10_step1_finetune_2024-08-05-22-50,1722898296.0109787,train_loss,8,0.0007507508853450418
17,exp10_step1_finetune_2024-08-05-22-50,1722898296.0110285,train_acc,8,0.3480392098426819
18,exp10_step1_finetune_2024-08-05-22-50,1722898301.9878807,train_loss,9,0.001000603660941124
19,exp10_step1_finetune_2024-08-05-22-50,1722898301.9879313,train_acc,9,0.42822128534317017
20,exp10_step1_finetune_2024-08-05-22-50,1722898307.9418921,train_loss,10,0.0009544679196551442
21,exp10_step1_finetune_2024-08-05-22-50,1722898307.9419503,train_acc,10,0.29677870869636536
22,exp10_step1_finetune_2024-08-05-22-50,1722898313.8909254,train_loss,11,0.0008909493335522711
23,exp10_step1_finetune_2024-08-05-22-50,1722898313.8909698,train_acc,11,0.3403361439704895
24,exp10_step1_finetune_2024-08-05-22-50,1722898319.864403,train_loss,12,0.0012367632007226348
25,exp10_step1_finetune_2024-08-05-22-50,1722898319.8644497,train_acc,12,0.39691877365112305
26,exp10_step1_finetune_2024-08-05-22-50,1722898325.8470767,train_loss,13,0.0009662649245001376
27,exp10_step1_finetune_2024-08-05-22-50,1722898325.8471212,train_acc,13,0.43361344933509827
28,exp10_step1_finetune_2024-08-05-22-50,1722898331.8583992,train_loss,14,0.0011304274667054415
29,exp10_step1_finetune_2024-08-05-22-50,1722898331.8584545,train_acc,14,0.3600139915943146
30,exp10_step1_finetune_2024-08-05-22-50,1722898337.8384624,train_loss,15,0.0007825713255442679
