,exp_step,wall_time,name,step,value
0,exp12_step1_finetune_2024-08-13-11-00,1723546870.5524423,valid_loss,0,0.0025779532734304667
1,exp12_step1_finetune_2024-08-13-11-00,1723546870.552723,valid_acc,0,0.1620463728904724
2,exp12_step1_finetune_2024-08-13-11-02,1723546965.377698,train_loss,0,0.0016682527493685484
3,exp12_step1_finetune_2024-08-13-11-02,1723546965.3782208,train_acc,0,0.17738094925880432
4,exp12_step1_finetune_2024-08-13-11-02,1723546971.2474265,train_loss,1,0.0008794437744654715
5,exp12_step1_finetune_2024-08-13-11-02,1723546971.2474763,train_acc,1,0.5686274766921997
6,exp12_step1_finetune_2024-08-13-11-02,1723546977.162758,train_loss,2,0.0006974912830628455
7,exp12_step1_finetune_2024-08-13-11-02,1723546977.1628063,train_acc,2,0.4745098054409027
8,exp12_step1_finetune_2024-08-13-11-02,1723546983.0832808,train_loss,3,0.0007327930652536452
9,exp12_step1_finetune_2024-08-13-11-02,1723546983.0833216,train_acc,3,0.5110644102096558
10,exp12_step1_finetune_2024-08-13-11-02,1723546988.972339,train_loss,4,0.0009057136485353112
11,exp12_step1_finetune_2024-08-13-11-02,1723546988.9724,train_acc,4,0.41274508833885193
12,exp12_step1_finetune_2024-08-13-11-02,1723546994.935374,train_loss,5,0.0007314590038731694
13,exp12_step1_finetune_2024-08-13-11-02,1723546994.9354188,train_acc,5,0.44733893871307373
14,exp12_step1_finetune_2024-08-13-11-02,1723547000.8719096,train_loss,6,0.0008090591290965676
15,exp12_step1_finetune_2024-08-13-11-02,1723547000.8719585,train_acc,6,0.48893555998802185
16,exp12_step1_finetune_2024-08-13-11-02,1723547006.8361754,train_loss,7,0.0008628763607703149
17,exp12_step1_finetune_2024-08-13-11-02,1723547006.8362174,train_acc,7,0.5635854601860046
18,exp12_step1_finetune_2024-08-13-11-02,1723547012.8038564,train_loss,8,0.0006530446116812527
19,exp12_step1_finetune_2024-08-13-11-02,1723547012.8038964,train_acc,8,0.4766806662082672
20,exp12_step1_finetune_2024-08-13-11-02,1723547018.7757604,train_loss,9,0.0005845148698426783
21,exp12_step1_finetune_2024-08-13-11-02,1723547018.775805,train_acc,9,0.4519607722759247
22,exp12_step1_finetune_2024-08-13-11-02,1723547024.8186128,train_loss,10,0.0008641812019050121
23,exp12_step1_finetune_2024-08-13-11-02,1723547024.81866,train_acc,10,0.44950979948043823
24,exp12_step1_finetune_2024-08-13-11-02,1723547030.759077,train_loss,11,0.0005599555443041027
25,exp12_step1_finetune_2024-08-13-11-02,1723547030.7591176,train_acc,11,0.7911764979362488
26,exp12_step1_finetune_2024-08-13-11-02,1723547036.719415,train_loss,12,0.0005543043371289968
27,exp12_step1_finetune_2024-08-13-11-02,1723547036.719463,train_acc,12,0.6106442809104919
28,exp12_step1_finetune_2024-08-13-11-02,1723547042.724422,train_loss,13,0.0007674397202208638
29,exp12_step1_finetune_2024-08-13-11-02,1723547042.7244709,train_acc,13,0.6046218276023865
30,exp12_step1_finetune_2024-08-13-11-02,1723547048.77668,train_loss,14,0.0007535197655670345
31,exp12_step1_finetune_2024-08-13-11-02,1723547048.776762,train_acc,14,0.6892856955528259
32,exp12_step1_finetune_2024-08-13-11-02,1723547054.9139445,train_loss,15,0.0007045089150778949
33,exp12_step1_finetune_2024-08-13-11-02,1723547054.9139864,train_acc,15,0.5959383845329285
34,exp12_step1_finetune_2024-08-13-11-02,1723547060.969038,train_loss,16,0.0006512035615742207
35,exp12_step1_finetune_2024-08-13-11-02,1723547060.9690886,train_acc,16,0.5168067216873169
36,exp12_step1_finetune_2024-08-13-11-02,1723547066.9469643,train_loss,17,0.0006303004338406026
37,exp12_step1_finetune_2024-08-13-11-02,1723547066.9470105,train_acc,17,0.5229691863059998
38,exp12_step1_finetune_2024-08-13-11-02,1723547072.9911644,train_loss,18,0.00059028115356341
39,exp12_step1_finetune_2024-08-13-11-02,1723547072.99121,train_acc,18,0.7141456604003906
40,exp12_step1_finetune_2024-08-13-11-02,1723547078.970349,train_loss,19,0.0005140506546013057
41,exp12_step1_finetune_2024-08-13-11-02,1723547078.9703975,train_acc,19,0.6215686202049255
42,exp12_step1_finetune_2024-08-13-11-02,1723547084.9650126,train_loss,20,0.0006170872948132455
43,exp12_step1_finetune_2024-08-13-11-02,1723547084.965052,train_acc,20,0.7640056014060974
44,exp12_step1_finetune_2024-08-13-11-02,1723547091.0290964,train_loss,21,0.0005254478892311454
45,exp12_step1_finetune_2024-08-13-11-02,1723547091.0291374,train_acc,21,0.7323529124259949
46,exp12_step1_finetune_2024-08-13-11-02,1723547097.0688994,train_loss,22,0.0007396096480078995
47,exp12_step1_finetune_2024-08-13-11-02,1723547097.068943,train_acc,22,0.6295518279075623
48,exp12_step1_finetune_2024-08-13-11-02,1723547103.040159,train_loss,23,0.0006799200200475752
49,exp12_step1_finetune_2024-08-13-11-02,1723547103.0401986,train_acc,23,0.7485294342041016
50,exp12_step1_finetune_2024-08-13-11-02,1723547109.0470471,train_loss,24,0.0005078709800727665
51,exp12_step1_finetune_2024-08-13-11-02,1723547109.0470865,train_acc,24,0.7046218514442444
52,exp12_step1_finetune_2024-08-13-11-02,1723547115.0827985,train_loss,25,0.0007394719286821783
53,exp12_step1_finetune_2024-08-13-11-02,1723547115.0828452,train_acc,25,0.6278011202812195
54,exp12_step1_finetune_2024-08-13-11-02,1723547121.180455,train_loss,26,0.000657643482554704
55,exp12_step1_finetune_2024-08-13-11-02,1723547121.1805007,train_acc,26,0.5792717337608337
56,exp12_step1_finetune_2024-08-13-11-02,1723547127.2515337,train_loss,27,0.0004829760582651943
57,exp12_step1_finetune_2024-08-13-11-02,1723547127.2515733,train_acc,27,0.5869747996330261
58,exp12_step1_finetune_2024-08-13-11-02,1723547133.271883,train_loss,28,0.0007873164140619338
59,exp12_step1_finetune_2024-08-13-11-02,1723547133.2719297,train_acc,28,0.5563725233078003
60,exp12_step1_finetune_2024-08-13-11-02,1723547139.3615572,train_loss,29,0.0004929217975586653
61,exp12_step1_finetune_2024-08-13-11-02,1723547139.3615966,train_acc,29,0.7689075469970703
62,exp12_step1_finetune_2024-08-13-11-02,1723547145.3810666,train_loss,30,0.0006549140671268106
63,exp12_step1_finetune_2024-08-13-11-02,1723547145.3811085,train_acc,30,0.5759103894233704
64,exp12_step1_finetune_2024-08-13-11-02,1723547151.4058964,train_loss,31,0.000511729740537703
65,exp12_step1_finetune_2024-08-13-11-02,1723547151.405938,train_acc,31,0.6250700354576111
66,exp12_step1_finetune_2024-08-13-11-02,1723547157.399646,train_loss,32,0.0005183202447369695
67,exp12_step1_finetune_2024-08-13-11-02,1723547157.3996856,train_acc,32,0.636274516582489
68,exp12_step1_finetune_2024-08-13-11-02,1723547163.417315,train_loss,33,0.0004955754266120493
69,exp12_step1_finetune_2024-08-13-11-02,1723547163.4173613,train_acc,33,0.5196078419685364
70,exp12_step1_finetune_2024-08-13-11-02,1723547169.4338887,train_loss,34,0.0006545751821249723
71,exp12_step1_finetune_2024-08-13-11-02,1723547169.4339428,train_acc,34,0.5689075589179993
72,exp12_step1_finetune_2024-08-13-11-02,1723547175.4882429,train_loss,35,0.000449690327513963
73,exp12_step1_finetune_2024-08-13-11-02,1723547175.4882832,train_acc,35,0.7733893394470215
74,exp12_step1_finetune_2024-08-13-11-02,1723547181.5573401,train_loss,36,0.0006674959440715611
75,exp12_step1_finetune_2024-08-13-11-02,1723547181.5573785,train_acc,36,0.6801820993423462
76,exp12_step1_finetune_2024-08-13-11-02,1723547187.5839283,train_loss,37,0.0005552376387640834
77,exp12_step1_finetune_2024-08-13-11-02,1723547187.5839703,train_acc,37,0.7219887971878052
78,exp12_step1_finetune_2024-08-13-11-02,1723547193.6147046,train_loss,38,0.0006684035761281848
79,exp12_step1_finetune_2024-08-13-11-02,1723547193.614759,train_acc,38,0.41960784792900085
80,exp12_step1_finetune_2024-08-13-11-02,1723547200.1774855,train_loss,39,0.0005312690045684576
81,exp12_step1_finetune_2024-08-13-11-02,1723547200.177528,train_acc,39,0.7508403658866882
82,exp12_step1_finetune_2024-08-13-11-02,1723547206.2327802,train_loss,40,0.000929588102735579
83,exp12_step1_finetune_2024-08-13-11-02,1723547206.2328212,train_acc,40,0.5570728182792664
84,exp12_step1_finetune_2024-08-13-11-02,1723547212.3044164,train_loss,41,0.0006390141206793487
85,exp12_step1_finetune_2024-08-13-11-02,1723547212.3044727,train_acc,41,0.6744397878646851
86,exp12_step1_finetune_2024-08-13-11-02,1723547218.3960152,train_loss,42,0.0004507919948082417
87,exp12_step1_finetune_2024-08-13-11-02,1723547218.396055,train_acc,42,0.70686274766922
88,exp12_step1_finetune_2024-08-13-11-02,1723547224.4321494,train_loss,43,0.0005031410255469382
89,exp12_step1_finetune_2024-08-13-11-02,1723547224.4321907,train_acc,43,0.671848714351654
90,exp12_step1_finetune_2024-08-13-11-02,1723547230.4563406,train_loss,44,0.0004930009599775076
